"","plot_number","dominant_veg_1930","secondary_veg_1930","dominant_cover_1930","secondary_cover_1930","dominant_veg_2009","secondary_veg_2009","dominant_cover_2009","secondary_cover_2009","elevation","aspect","slope","solar_radiation_summer","solar_radiation_equinox","solar_radiation_winter","road_dist","precipitation","max_temp","mean_temp","min_temp","max_vpd_jan","max_vpd_aug","available_water_supply","bulk_density","organic_matter","clay","sand","silt","number_fires","min_return_interval","min_anomaly"
"291",518,"chaparral","grass",100,0,"chaparral","grass",88,12,1149.2962890625,-0.925482165199027,28.6643204116821,5642.68556640625,2809.03021972656,532.666636962891,662.058382568359,754.080017089844,31.6700000762939,15.8299999237061,5,10.3299999237061,34.7900009155273,9.18,1.51,0.65,20.8,52.1,27.2,2,6,-186.305969238281
"292",520,"chaparral","grass",62,20,"chaparral","grass",60,28,1076.1457421875,0.885369843844573,15.7396569061279,6271.49150390625,4276.63373046875,1672.19323730469,557.8676953125,743.869995117188,32.0900001525879,15.3299999237061,3.42000007629395,11.789999961853,37.8800010681152,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-122.382019042969
"293",521,"sage","grass",78,22,"grass","sage",90,8,983.666030273438,-0.929328458260363,17.7224502372742,6118.953828125,3450.70278808594,987.896499023438,904.578355712891,548.320007324219,32.4300003051758,15.9899997711182,4.96999979019165,12.1300001144409,36.7099990844727,7.03,1.5,1.51,24.9,37.8,37.3,3,6,-110.640991210938
"294",523,"chaparral","grass",90,10,"chaparral","grass",78,22,1148.72506103516,-0.392599267961473,22.7286965179443,6126.37422851562,4260.41826171875,1712.73758544922,771.765261230469,743.869995117188,32.0900001525879,15.3299999237061,3.42000007629395,11.789999961853,37.8800010681152,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-122.382019042969
"295",524,"chaparral","sage",50,36,"sage","grass",64,28,265.66219329834,0.534421985227776,19.371965675354,5596.75109375,3461.53748046875,1135.8775012207,629.748656005859,526.150024414062,33.9099998474121,17.8500003814697,6.82000017166138,14.1800003051758,40.6500015258789,4.37,1.44,0.75,24,39,37,3,5,-116.790985107422
"296",525,"chaparral","grass",78,22,"chaparral","grass",74,26,1285.03797119141,-0.381867455266652,14.8731990432739,6521.004921875,4447.15540039062,1747.51295166016,1730.41331787109,756.746379394531,30.8010001373291,15.0287998390198,4.15980013847351,9.44900033950806,32.7061992645264,4.97,1.48,0.8,21.6,45.4,33,2,86,-122.382019042969
"297",526,"chaparral","grass",78,16,"grass","chaparral",46,42,407.3783984375,0.280049486495008,30.6044516372681,5175.96405273438,4030.30077148438,1750.7890625,144.686654968262,654.890014648438,33.7900009155273,15.5299997329712,2.29999995231628,14.4300003051758,42.0400009155273,5.79,1.48,1.73,22.5,39.8,37.7,3,19,-322.613983154297
"298",530,"chaparral","grass",92,8,"chaparral","grass",88,12,713.452298583984,-0.817196041804627,30.1480126190186,5272.31786132813,3247.17421386719,1071.34619262695,2444.66692382813,657.559997558594,33.4000015258789,14.6899995803833,0.860000014305115,13.2299995422363,41.7799987792969,4.97,1.48,0.8,21.6,45.4,33,3,6,-206.565979003906
"299",531,"chaparral","grass",62,38,"grass","chaparral",80,10,365.931653442383,0.472868329646985,31.7246466445923,5150.10099609375,3073.81543945312,955.117883300781,80.6338516998291,551.912220458984,33.858798828125,17.3376006317139,5.78700009346008,13.5943996047974,40.6593992614746,4.37,1.44,0.75,24,39,37,4,1,-116.790985107422
"300",534,"chaparral","grass",72,28,"grass","chaparral",58,42,977.446837158203,0.949584388551636,28.1566830444336,5775.9682421875,4164.01518554687,1725.6109765625,1215.39349853516,714.97998046875,32.1100006103516,15.9899997711182,4.82999992370605,11.4300003051758,37.6199989318848,9.18,1.51,0.65,20.8,52.1,27.2,3,6,-206.565979003906
"301",535,"chaparral","grass",94,6,"chaparral","tree",62,22,1015.7398815918,0.321312572282413,25.898811340332,5780.56692382813,4384.3213671875,1865.45789550781,858.059345703125,754.080017089844,31.6700000762939,15.8299999237061,5,10.3299999237061,34.7900009155273,9.18,1.51,0.65,20.8,52.1,27.2,3,6,-186.305969238281
"302",536,"chaparral","grass",62,22,"grass","sage",62,22,236.816814880371,0.74379847783167,26.8083009719849,5369.76739257812,3481.57263183594,1228.21107177734,28.0113549041748,558.510009765625,30.7999992370605,16.9799995422363,6.38000011444092,14.4700002670288,30.3999996185303,5.79,1.48,1.73,22.5,39.8,37.7,3,7,-108.203979492188
"303",539,"chaparral","sage",38,36,"sage","grass",68,32,444.133754272461,-0.899423726391478,4.833350212574,6105.94908203125,3838.7394140625,1306.74355957031,29.2740484619141,550.159973144531,32.310001373291,17.3999996185303,6.63000011444092,13.9300003051758,34.2400016784668,14.87,1.45,1.25,31,29,40,4,5,-305.406982421875
"304",541,"chaparral","grass",42,30,"grass","sage",64,20,215.43583404541,0.906442205797099,14.0701162528992,5795.3650390625,3916.99929199219,1466.23973388672,101.119744873047,526.965422363281,33.8121997833252,17.8170003128052,6.79720016479492,14.2040002822876,40.3242015075684,28.27,1.5,1.39,25.9,31.4,42.7,3,5,-116.790985107422
"305",548,"chaparral","grass",90,10,"grass","chaparral",64,18,455.533572387695,0.749386116009132,24.0513522338867,5506.63393554688,3943.79542480469,1583.62615966797,201.093682861328,543.030029296875,34.2000007629395,17.3099994659424,5.46999979019165,13.6899995803833,41.2599983215332,11.01,1.42,0.49,27,22.3,50.7,5,6,-189.553009033203
"306",549,"chaparral","tree",64,26,"grass","chaparral",58,20,474.121915283203,-0.0941865694361927,35.2810707473755,4972.39158203125,2524.21314453125,602.451848754883,426.419915771484,590.510009765625,33.9799995422363,16.5100002288818,4.42000007629395,14.0100002288818,41.4700012207031,4.37,1.44,0.75,24,39,37,3,5,-102.014007568359
"307",551,"sage","tree",60,22,"grass","tree",40,34,393.604652709961,0.910312759183503,24.0129760742187,5725.64942382812,4347.11249023438,1871.49974853516,367.578659057617,564.928010253906,33.2416003417969,17.3032000732422,5.90639995574951,13.9936001205444,38.1440005493164,25.5,1.45,1.26,31,35,34,4,5,-322.613983154297
"308",552,"chaparral","tree",50,38,"chaparral","tree",56,36,985.023919677734,0.4725222877181,16.8437605285645,6227.90263671875,4560.65606445312,1911.89502441406,1526.77835205078,722.789978027344,32.0099983215332,16.2399997711182,5.75,10.8100004196167,36.6699981689453,9.18,1.51,0.65,20.8,52.1,27.2,3,6,-206.565979003906
"309",555,"chaparral","grass",66,34,"grass","chaparral",68,30,1246.39203369141,-0.518698191158437,19.5082455062866,6359.06750976562,4279.23017089844,1651.77034423828,337.923435668945,750.010009765625,31.6800003051758,15.8999996185303,5.09000015258789,10.3199996948242,34.8199996948242,9.18,1.51,0.65,20.8,52.1,27.2,3,6,-206.565979003906
"310",556,"sage","grass",60,32,"sage","grass",52,42,511.72653503418,0.711754967285551,29.8993438339233,5455.96693359375,3555.10489257813,1272.80305053711,267.152159729004,567.280029296875,34.0099983215332,16.4099998474121,4.40999984741211,14.0100002288818,41.3400001525879,25.5,1.45,1.26,31,35,34,4,5,-305.406982421875
"311",557,"chaparral","grass",88,12,"chaparral","grass",96,4,1195.25487548828,-0.385459114689737,13.1059478378296,6488.81719726562,4397.6208984375,1706.02945068359,1921.64767333984,770.099975585938,31.2299995422363,15.4499998092651,4.61999988555908,9.80000019073486,33.6500015258789,4.97,1.48,0.8,21.6,45.4,33,3,6,-206.565979003906
"312",560,"chaparral","grass",98,2,"chaparral","grass",84,16,1233.9297265625,-0.779400416313825,17.7102875518799,6199.87546875,3501.17525390625,993.207824707031,1436.65638183594,701.159973144531,31.3199996948242,15.6300001144409,4.8899998664856,9.85000038146973,33.8800010681152,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-123.544006347656
"313",561,"chaparral","grass",90,10,"chaparral","grass",62,38,1164.28071777344,-0.873219611180005,19.093544921875,6160.94153320312,3453.00291503906,975.437927246094,3408.71428710938,687.049987792969,31.7600002288818,16.1299991607666,5.55999994277954,10.4099998474121,35.4300003051758,4.97,1.48,0.8,21.6,45.4,33,3,6,-206.565979003906
"314",563,"chaparral","grass",78,22,"chaparral","grass",76,24,714.578061523438,-0.614970259061522,21.4476865005493,5772.18342773438,3680.1510546875,1182.84131896973,284.715816040039,678.150024414062,33.3400001525879,14.6199998855591,0.980000019073486,14.0299997329712,40.6399993896484,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-103.378967285156
"315",565,"sage","grass",66,32,"grass","sage",90,10,744.352016601562,0.957439885994312,36.0530980682373,5424.6154296875,4120.74033203125,1806.69788330078,305.834133911133,620.349975585938,33.0200004577637,15.6400003433228,2.61999988555908,13.6899995803833,37.5999984741211,4.37,1.44,0.75,24,39,37,4,5,-322.613983154297
"316",566,"chaparral","grass",70,16,"chaparral","grass",66,34,1259.73439208984,0.780508968645032,34.0593212890625,5724.07375,3869.14907226562,1499.43426269531,104.343516693115,774.5,30.8600006103516,15.0500001907349,4.19000005722046,9.55000019073486,32.6699981689453,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-122.382019042969
"317",570,"grass","tree",52,48,"chaparral","tree",70,24,806.200856933594,-0.725304708496647,19.1344272422791,5876.0926953125,3184.11110839844,615.198633422852,227.321231689453,563.423974609375,33.0199989318848,15.7019998550415,3.68599991798401,13.1420001983643,39.2919998168945,9.18,1.51,0.65,20.8,52.1,27.2,3,6,-110.640991210938
"318",574,"chaparral","grass",94,6,"chaparral","grass",56,38,277.564123535156,-0.943454131779585,28.5823494338989,5029.34775390625,2476.55906982422,537.90828125,47.8649346923828,559.780029296875,31.6399993896484,17.0900001525879,6.13000011444092,14.289999961853,32.8400001525879,25.5,1.45,1.26,31,35,34,4,5,-322.613983154297
"319",576,"chaparral","grass",78,20,"tree","grass",70,26,1111.51997802734,-0.980666210073088,16.5402256011963,6264.65096679687,3752.3067578125,1200.67006347656,572.957523193359,750.010009765625,31.6800003051758,15.8999996185303,5.09000015258789,10.3199996948242,34.8199996948242,9.18,1.51,0.65,20.8,52.1,27.2,3,6,-206.565979003906
"320",581,"chaparral","grass",80,20,"chaparral","grass",90,10,1123.57172851562,0.340043302802546,25.9781704711914,5738.3480078125,3560.8612109375,952.874274291992,958.935081787109,743.869995117188,32.0900001525879,15.3299999237061,3.42000007629395,11.789999961853,37.8800010681152,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-122.382019042969
"321",582,"tree","grass",90,10,"tree","grass",92,8,528.406136474609,-0.622827259207975,32.5991920852661,4967.12077148437,2218.91831542969,380.809022216797,582.092628173828,606.450012207031,33.5,15.7799997329712,3.42000007629395,14,39.75,25.5,1.45,1.26,31,35,34,4,5,-305.406982421875
"322",586,"chaparral","tree",52,30,"tree","grass",76,12,1213.28143798828,0.584999289274736,33.9429562187195,5477.23895507813,3423.9219921875,1176.15902832031,966.125712890625,764.690002441406,31.1900005340576,15.3800001144409,4.51999998092651,9.71000003814697,33.4700012207031,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-122.382019042969
"323",588,"sage","grass",60,24,"grass","sage",92,8,363.601795043945,0.410727290393061,23.6431340408325,5764.06005859375,4376.77321289062,1879.56045898437,332.783176269531,561.119995117188,31.2600002288818,16.7399997711182,5.90000009536743,13.8199996948242,31.5900001525879,14.87,1.45,1.25,31,29,40,4,5,-305.406982421875
"324",590,"chaparral","barren",82,10,"chaparral","barren",76,20,1149.65209472656,-0.742777282577151,13.8363817596436,6412.5816015625,4159.09616210937,1517.59618652344,3730.35170410156,639.929992675781,32.0200004577637,16.1100006103516,5.25,11.0299997329712,36.9500007629395,4.97,1.48,0.8,21.6,45.4,33,3,6,-138.048950195312
"325",592,"tree","grass",86,14,"tree","grass",94,6,977.761828613281,-0.83243912823169,16.2508030891418,6122.69690429687,3434.05692871094,970.028359375,1119.60152099609,713.890014648438,32.4500007629395,15.4799995422363,3.27999997138977,12.1899995803833,39,9.18,1.51,0.65,20.8,52.1,27.2,3,6,-206.565979003906
"326",593,"chaparral","grass",98,2,"chaparral","grass",94,6,836.243947753906,-0.98796198374993,27.3471438598633,5599.80143554687,3078.27181152344,836.631561279297,4806.40323242188,572.130004882812,33.3899993896484,15.1400003433228,2.38000011444092,12.4799995422363,41.2200012207031,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-103.244995117188
"327",598,"tree","grass",92,8,"tree","grass",88,12,510.327121582031,-0.476480799674977,32.8334527206421,4743.62451171875,2174.25112304687,340.600830688477,61.7778781890869,647.630004882812,32.4099998474121,16.2999992370605,4.75,12.9700002670288,36.6699981689453,5.79,1.48,1.73,22.5,39.8,37.7,3,19,-322.613983154297
"328",599,"chaparral","grass",44,30,"grass","sage",86,14,597.890546875,0.515795150206428,7.11265814185143,6218.95005859375,4071.04150390625,1478.68590576172,71.9214116668701,581.489990234375,34,16.6599998474121,4.86999988555908,13.6899995803833,41.1699981689453,14.87,1.45,1.25,31,29,40,2,5,-102.014007568359
"329",600,"tree","grass",100,0,"tree","grass",96,4,1090.91786376953,-0.235703926221188,23.8432037734985,5785.93833007812,3101.46565429688,667.481853637695,3273.53915039062,687.049987792969,31.7600002288818,16.1299991607666,5.55999994277954,10.4099998474121,35.4300003051758,4.97,1.48,0.8,21.6,45.4,33,2,86,-122.382019042969
"330",601,"chaparral","grass",88,12,"chaparral","grass",62,38,746.107730712891,-0.899714979737998,26.8367165756226,5514.60008789063,3106.84797363281,731.807880249023,4800.17026367187,577.700012207031,33.8699989318848,15.5,2.88000011444092,12.6800003051758,42.7799987792969,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-103.244995117188
"331",604,"chaparral","grass",84,16,"chaparral","grass",62,38,665.802431640625,0.420693859090631,16.9077558708191,5942.8040625,3897.81881347656,1407.71926269531,246.756806335449,562.080017089844,33.4300003051758,16.2000007629395,4.09999990463257,13.960000038147,40.310001373291,11.01,1.42,0.49,27,22.3,50.7,3,6,-110.640991210938
"332",610,"chaparral","grass",92,6,"chaparral","grass",50,42,619.583743896484,-0.954268348206912,20.9527671051025,5598.82974609375,3156.47750488281,767.894082641602,197.065344543457,672.030029296875,33.7599983215332,15.3299999237061,1.87000000476837,14.3000001907349,42.0200004577637,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-118.245971679688
"333",611,"chaparral","grass",94,6,"chaparral","grass",82,18,1395.94819580078,-0.701636248077833,11.8321779537201,6621.735234375,4313.30423828125,1597.36772949219,169.92727355957,756.169982910156,30.1100006103516,14.3100004196167,3.14000010490417,8.72999954223633,30.8299999237061,4.97,1.48,0.8,21.6,45.4,33,2,86,-122.382019042969
"334",613,"grass","chaparral",50,28,"grass","chaparral",54,34,579.845158691406,0.975093447239857,31.6296244430542,5390.56318359375,4221.55564453125,1893.8808203125,77.8087238311768,530.119995117188,34.0299987792969,16.7900009155273,5.03999996185303,13.6599998474121,40.4199981689453,9.18,1.51,0.65,20.8,52.1,27.2,3,6,-110.640991210938
"335",614,"chaparral","grass",58,42,"chaparral","grass",86,14,1258.78950195312,-0.224907043399842,15.6230263900757,6509.28521484375,4529.215546875,1825.07448242188,1763.68213134766,770.099975585938,31.2299995422363,15.4499998092651,4.61999988555908,9.80000019073486,33.6500015258789,4.97,1.48,0.8,21.6,45.4,33,3,6,-206.565979003906
"336",615,"chaparral","grass",94,6,"grass","chaparral",52,48,692.594207763672,-0.914361857248604,21.1750607299805,5762.08495117188,3113.54051269531,807.250991210938,116.516906280518,672.030029296875,33.7599983215332,15.3299999237061,1.87000000476837,14.3000001907349,42.0200004577637,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-118.245971679688
"337",619,"chaparral","grass",100,0,"chaparral","grass",94,6,615.812075195312,-0.931916785967914,24.6714134216309,5504.508359375,2851.55917480469,674.633702392578,4550.09106445312,561.880004882812,34.3899993896484,16.4799995422363,4.09000015258789,12.9700002670288,43.7799987792969,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-103.244995117188
"338",621,"chaparral","grass",100,0,"chaparral","grass",94,6,1233.30890136719,-0.875843037559982,9.07353868484497,6514.58041992187,3943.27989257812,1289.15909179687,1676.31876464844,701.159973144531,31.3199996948242,15.6300001144409,4.8899998664856,9.85000038146973,33.8800010681152,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-123.544006347656
"339",623,"chaparral","grass",52,26,"grass","sage",88,12,483.97921875,0.935112661872163,36.237472076416,5227.5680859375,3803.27857910156,1573.90077392578,270.857846984863,594.140014648438,33.7200012207031,16.3099994659424,4.38000011444092,13.8000001907349,40.6399993896484,4.37,1.44,0.75,24,39,37,3,5,-102.014007568359
"340",626,"chaparral","grass",66,34,"grass","chaparral",54,44,881.343669433594,0.77911711857773,23.0047065734863,5728.77612304688,4034.69409667969,1651.55195068359,5954.8137109375,567.909973144531,31.7600002288818,15.5699996948242,4.46000003814697,10.3400001525879,36.439998626709,9.18,1.51,0.65,20.8,52.1,27.2,1,86,-103.244995117188
"341",630,"chaparral","grass",80,20,"chaparral","grass",72,28,1116.67772216797,0.973532116272574,36.4550113296509,5548.96745117187,4377.48109375,2024.11367919922,1331.69365722656,780.450012207031,31.8500003814697,16.1599998474121,5.48999977111816,10.4300003051758,35.5699996948242,9.18,1.51,0.65,20.8,52.1,27.2,3,6,-206.565979003906
"342",633,"chaparral","grass",98,2,"chaparral","grass",94,6,1261.49899414062,-0.247211401535381,15.4394862747192,6437.85873046875,4455.38603515625,1706.70871337891,1641.90930908203,750.159973144531,30.3600006103516,14.5100002288818,3.5,8.9399995803833,31.3999996185303,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-123.544006347656
"343",636,"chaparral","grass",90,10,"chaparral","grass",86,14,694.293483886719,-0.554136614584678,35.7265561294556,4833.09122070313,2063.74978271484,458.03704284668,691.927984619141,548.320007324219,32.4300003051758,15.9899997711182,4.96999979019165,12.1300001144409,36.7099990844727,7.03,1.5,1.51,24.9,37.8,37.3,3,6,-110.640991210938
"344",638,"tree","chaparral",48,36,"tree","chaparral",44,30,747.384396972656,0.0825669774915078,25.8802890205383,5343.44405273437,3552.20943847656,1115.42158935547,2662.3183203125,657.559997558594,33.4000015258789,14.6899995803833,0.860000014305115,13.2299995422363,41.7799987792969,4.97,1.48,0.8,21.6,45.4,33,3,6,-206.565979003906
"345",639,"tree","grass",66,34,"grass","sage",86,12,1008.83645996094,0.0369891222010181,36.5568260192871,5165.83786132812,2668.62130859375,695.548280029297,976.145693359375,571.070007324219,32.4300003051758,15.6700000762939,4.05000019073486,12.6499996185303,37.5900001525879,7.03,1.5,1.51,24.9,37.8,37.3,4,6,-110.640991210938
"346",641,"chaparral","sage",50,32,"chaparral","grass",96,4,1148.39365478516,-0.884513695886038,28.2047062683105,5620.68758789062,2820.7746484375,571.149940795898,534.617431030273,754.080017089844,31.6700000762939,15.8299999237061,5,10.3299999237061,34.7900009155273,9.18,1.51,0.65,20.8,52.1,27.2,2,6,-186.305969238281
"347",646,"grass","chaparral",80,20,"grass","chaparral",86,14,649.879927978516,0.978511775559422,35.1807949829102,5307.62747070313,4286.23616210938,1897.94479980469,160.930655517578,562.440002441406,34.1500015258789,16.7199993133545,4.59999990463257,14.1400003433228,42.1500015258789,4.37,1.44,0.75,24,39,37,4,6,-110.640991210938
"348",647,"sage","chaparral",78,20,"grass","sage",76,24,483.109666137695,0.767257129175534,23.4468098449707,5723.22017578125,4205.90448242188,1743.53155273438,127.343727264404,556.200012207031,34.1399993896484,17.2800006866455,5.57000017166138,13.8299999237061,41.2200012207031,11.01,1.42,0.49,27,22.3,50.7,5,6,-189.553009033203
"349",648,"tree","chaparral",86,8,"tree","grass",46,32,527.513480224609,-0.92912416223476,23.2732900619507,5587.41583007812,2977.70197753906,745.278189697266,501.846304931641,596.869995117188,34.1599998474121,16.5799999237061,4.23000001907349,14.1199998855591,42.2999992370605,4.37,1.44,0.75,24,39,37,3,5,-106.527008056641
"350",649,"sage","grass",84,10,"sage","grass",50,44,644.861484375,0.833362514124987,31.6949202728271,5479.7335546875,3744.93872070312,1417.43260498047,181.97970489502,606.450012207031,33.5,15.7799997329712,3.42000007629395,14,39.75,7.03,1.5,1.51,24.9,37.8,37.3,4,5,-305.406982421875
"351",650,"chaparral","grass",98,2,"chaparral","grass",96,4,949.856346435547,-0.956687872129263,14.9544215583801,6180.68782226563,3765.65748535156,1236.28735839844,490.648424072266,707.599975585938,32.8699989318848,14.3999996185303,-0.100000001490116,13.0200004577637,39.7900009155273,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-118.245971679688
"352",651,"chaparral","grass",40,38,"chaparral","grass",52,24,750.604854736328,0.621353883703267,12.3789537811279,6253.7421484375,4432.99283203125,1791.23655517578,823.089678955078,679.260009765625,33.0800018310547,14.4300003051758,0.600000023841858,13.5299997329712,39.8699989318848,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-118.245971679688
"353",654,"chaparral","grass",90,10,"chaparral","grass",64,36,828.112237548828,-0.658114050801272,20.6260847854614,5853.77126953125,3106.11250976562,765.271796875,44.8212490081787,687.919982910156,33.0299987792969,14.5100002288818,0.670000016689301,13.8900003433228,39.7299995422363,12.47,1.52,0.58,18.4,55.6,26,2,86,-103.378967285156
"354",657,"chaparral","grass",100,0,"chaparral","grass",86,14,1223.25848632812,-0.964915489747038,24.4130369949341,5939.07091796875,3179.96416015625,833.867077636719,2162.17190917969,655.289978027344,31.5499992370605,15.4700002670288,4.40999984741211,10.5299997329712,35.6699981689453,4.97,1.48,0.8,21.6,45.4,33,2,86,-123.544006347656
"355",661,"sage","chaparral",70,20,"grass","chaparral",68,20,605.246745605469,-0.661628135716135,26.2125942993164,5493.5131640625,2726.068515625,573.240670776367,305.483365478516,492.859985351562,35.0699996948242,17.9599990844727,6.40000009536743,14.2399997711182,42.189998626709,7.03,1.5,1.51,24.9,37.8,37.3,4,6,-120.085968017578
"356",663,"sage","chaparral",52,36,"grass","chaparral",50,42,473.500428466797,0.897435324277819,26.8139240264893,5564.49537109375,4129.14050292969,1669.23433837891,353.185570678711,552.046997070312,34.2079998016357,17.0290000915527,5.12300004959106,13.8549997329712,42.0520008087158,11.01,1.42,0.49,27,22.3,50.7,3,15,-116.790985107422
"357",665,"chaparral","grass",68,32,"chaparral","grass",90,10,1175.27708984375,-0.791315600371105,20.1739460372925,6234.72909179687,3975.76222167969,1412.92990478516,2573.1128125,672.119995117188,31.8899993896484,16.2299995422363,5.73000001907349,10.5900001525879,36.0699996948242,4.97,1.48,0.8,21.6,45.4,33,3,6,-206.565979003906
"358",667,"chaparral","tree",96,4,"grass","chaparral",56,44,231.303933105469,-0.249223406233792,26.6172392845154,5360.54541015625,3739.10178222656,1454.45913818359,32.4630300140381,558.510009765625,30.7999992370605,16.9799995422363,6.38000011444092,14.4700002670288,30.3999996185303,5.79,1.48,1.73,22.5,39.8,37.7,3,7,-108.203979492188
"359",670,"chaparral","grass",80,12,"chaparral","grass",92,8,715.780317382813,-0.901048129205953,23.8857362174988,5538.20858398437,2941.16630371094,627.508829345703,4185.26970703125,597.97998046875,33.5800018310547,15.4399995803833,2.84999990463257,12.4300003051758,42.0800018310547,4.97,1.48,0.8,21.6,45.4,33,3,14,-123.544006347656
"360",671,"sage","chaparral",82,16,"chaparral","grass",48,40,301.672841796875,0.882068911156524,20.1409644508362,5728.76491210937,4170.82393554687,1679.83206054688,404.681199951172,553.609985351562,31.9400005340576,17.1700000762939,6.40000009536743,14.289999961853,33.5699996948242,25.5,1.45,1.26,31,35,34,4,5,-305.406982421875
"361",676,"chaparral","grass",90,10,"chaparral","grass",52,36,835.559095458984,0.250022072538281,27.4152236175537,5584.31877929687,3186.97399414063,928.967912597656,289.64776550293,703.954986572266,33.0349987030029,14.4269996643066,0.0829999960958958,13.23600025177,40.2460010528564,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-118.245971679688
"362",677,"chaparral","grass",100,0,"chaparral","grass",100,0,1089.67950683594,0.400897096450973,8.37232875823975,6507.093671875,4499.00546875,1781.45365478516,2284.21864257813,770.099975585938,31.2299995422363,15.4499998092651,4.61999988555908,9.80000019073486,33.6500015258789,4.97,1.48,0.8,21.6,45.4,33,3,6,-206.565979003906
"363",680,"chaparral","grass",72,28,"grass","chaparral",44,42,758.613714599609,0.395528856156599,18.3272589683533,6137.7733203125,4522.77603515625,1909.89044433594,711.308596191406,681.677990722656,33.4465998077393,14.5626003646851,0.779399992227554,13.880999584198,41.172600479126,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-118.245971679688
"364",683,"chaparral","grass",88,12,"chaparral","grass",86,14,1301.48311767578,0.30135840679638,12.6790391540527,6610.95639648437,4713.28186523437,1957.38421875,535.659013671875,764.690002441406,31.1900005340576,15.3800001144409,4.51999998092651,9.71000003814697,33.4700012207031,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-122.382019042969
"365",684,"chaparral","grass",88,12,"chaparral","grass",52,38,379.169088745117,0.211357359340215,27.7245002746582,5167.70966796875,2996.26379150391,613.365582885742,711.939417724609,593.768405761719,33.1256001281738,16.1135998153687,4.13520008087158,14.0695999908447,38.2667999267578,25.5,1.45,1.26,31,35,34,4,5,-305.406982421875
"366",687,"chaparral","grass",80,20,"chaparral","grass",82,18,1003.03536743164,0.564903021415444,19.2492294502258,6254.27174804687,4668.03783203125,2018.7690234375,3356.91286621094,666.363980712891,32.4730011749268,15.77759973526,4.18120005607605,12.0741996955872,39.1487994384766,4.97,1.48,0.8,21.6,45.4,33,3,6,-206.565979003906
"367",690,"chaparral","grass",92,8,"chaparral","grass",88,12,1065.80877197266,-0.245618067308772,13.2753799819946,6380.4537890625,4324.55375,1644.73851074219,1094.54947753906,780.450012207031,31.8500003814697,16.1599998474121,5.48999977111816,10.4300003051758,35.5699996948242,9.18,1.51,0.65,20.8,52.1,27.2,3,6,-206.565979003906
"368",693,"chaparral","tree",84,14,"chaparral","grass",86,14,757.135457763672,-0.669093700864059,19.9615021514893,5896.3818359375,3744.32908203125,1289.76100341797,1915.28074462891,643.380004882812,33.5,15.0200004577637,1.75,13.8400001525879,41.5400009155273,4.97,1.48,0.8,21.6,45.4,33,3,6,-206.565979003906
"369",695,"chaparral","grass",90,10,"chaparral","grass",50,40,678.809635009766,0.566882576812188,14.9733374023438,6144.56352539062,4428.5896875,1818.77966064453,205.911434326172,673.207025146484,33.7299983978271,15.2609999656677,1.77200000286102,14.2660001754761,41.9340003967285,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-118.245971679688
"370",699,"chaparral","tree",80,18,"sage","grass",50,40,716.554633789062,0.221274901992435,42.2693839263916,4643.32012695312,2471.37727539063,645.917181396484,199.040895690918,620.349975585938,33.0200004577637,15.6400003433228,2.61999988555908,13.6899995803833,37.5999984741211,25.5,1.45,1.26,31,35,34,4,5,-322.613983154297
"371",702,"chaparral","tree",70,24,"chaparral","tree",62,28,1169.75863037109,0.824003192161724,22.7399318695068,5989.06064453125,4293.95226074219,1791.19832275391,1039.0657043457,764.690002441406,31.1900005340576,15.3800001144409,4.51999998092651,9.71000003814697,33.4700012207031,9.18,1.51,0.65,20.8,52.1,27.2,3,6,-206.565979003906
"372",704,"chaparral","grass",98,2,"grass","chaparral",50,48,857.136484375,0.460136305381923,37.7328058624268,5159.39861328125,3083.67244140625,983.745732421875,106.521004638672,688.260009765625,33.1500015258789,14.5100002288818,0.600000023841858,13.8199996948242,40.2799987792969,9.18,1.51,0.65,20.8,52.1,27.2,2,86,-118.245971679688
"373",706,"chaparral","grass",98,2,"chaparral","grass",96,4,1276.00867431641,-0.871423194563918,23.2895927429199,6165.28400390625,3816.79014160156,1298.82495605469,44.2492422485352,750.010009765625,31.6800003051758,15.8999996185303,5.09000015258789,10.3199996948242,34.8199996948242,9.18,1.51,0.65,20.8,52.1,27.2,3,6,-206.565979003906
